Area,Item,Year,Value
Switzerland,Raw milk of cattle,2003,95.7
Switzerland,Raw milk of cattle,2004,96.23
Switzerland,Raw milk of cattle,2005,96.25
Switzerland,Raw milk of cattle,2006,96.41
Switzerland,Raw milk of cattle,2007,97.25
Switzerland,Raw milk of cattle,2008,101.23
Switzerland,Raw milk of cattle,2009,101.16
Switzerland,Raw milk of cattle,2010,101.43
Switzerland,Raw milk of cattle,2011,102.35
Switzerland,Raw milk of cattle,2012,101.53
Switzerland,Raw milk of cattle,2013,99.52
Switzerland,Raw milk of cattle,2014,101.11
Switzerland,Raw milk of cattle,2015,100.51
Switzerland,Raw milk of cattle,2016,98.38
Switzerland,Raw milk of cattle,2017,96.78
Switzerland,Raw milk of cattle,2018,97.29
Switzerland,Raw milk of cattle,2019,94.29
Switzerland,Raw milk of cattle,2020,94.0
Switzerland,Raw milk of cattle,2021,94.77
Switzerland,Raw milk of cattle,2022,92.28
Switzerland,Raw milk of goats,1961,125.37
Switzerland,Raw milk of goats,1962,120.9
Switzerland,Raw milk of goats,1963,111.94
Switzerland,Raw milk of goats,1964,107.46
Switzerland,Raw milk of goats,1965,98.51
Switzerland,Raw milk of goats,1966,98.51
Switzerland,Raw milk of goats,1967,98.51
Switzerland,Raw milk of goats,1968,98.51
Switzerland,Raw milk of goats,1969,94.03
Switzerland,Raw milk of goats,1970,94.03
Switzerland,Raw milk of goats,1971,89.55
Switzerland,Raw milk of goats,1972,89.55
Switzerland,Raw milk of goats,1973,94.03
Switzerland,Raw milk of goats,1974,94.03
Switzerland,Raw milk of goats,1975,94.03
Switzerland,Raw milk of goats,1976,94.03
Switzerland,Raw milk of goats,1977,98.51
Switzerland,Raw milk of goats,1978,107.46
Switzerland,Raw milk of goats,1979,107.46
Switzerland,Raw milk of goats,1980,107.46
Switzerland,Raw milk of goats,1981,107.46
Switzerland,Raw milk of goats,1982,107.46
Switzerland,Raw milk of goats,1983,96.72
Switzerland,Raw milk of goats,1984,96.72
Switzerland,Raw milk of goats,1985,96.72
Switzerland,Raw milk of goats,1986,96.72
Switzerland,Raw milk of goats,1987,96.72
Switzerland,Raw milk of goats,1988,92.96
Switzerland,Raw milk of goats,1989,85.43
Switzerland,Raw milk of goats,1990,83.78
Switzerland,Raw milk of goats,1991,85.3
Switzerland,Raw milk of goats,1992,76.79
Switzerland,Raw milk of goats,1993,74.78
Switzerland,Raw milk of goats,1994,74.78
Switzerland,Raw milk of goats,1995,74.78
Switzerland,Raw milk of goats,1996,74.78
Switzerland,Raw milk of goats,1997,47.91
Switzerland,Raw milk of goats,1998,50.15
Switzerland,Raw milk of goats,1999,50.15
Switzerland,Raw milk of goats,2000,73.88
Switzerland,Raw milk of goats,2001,75.67
Switzerland,Raw milk of goats,2002,77.46
Switzerland,Raw milk of goats,2003,78.36
Switzerland,Raw milk of goats,2004,85.07
Switzerland,Raw milk of goats,2005,87.76
Switzerland,Raw milk of goats,2006,91.79
Switzerland,Raw milk of goats,2007,95.37
Switzerland,Raw milk of goats,2008,95.82
Switzerland,Raw milk of goats,2009,96.27
Switzerland,Raw milk of goats,2010,98.06
Switzerland,Raw milk of goats,2011,101.64
Switzerland,Raw milk of goats,2012,103.43
Switzerland,Raw milk of goats,2013,103.88
Switzerland,Raw milk of goats,2014,102.99
Switzerland,Raw milk of goats,2015,98.51
Switzerland,Raw milk of goats,2016,98.51
Switzerland,Raw milk of goats,2017,100.75
Switzerland,Raw milk of goats,2018,103.88
Switzerland,Raw milk of goats,2019,103.43
Switzerland,Raw milk of goats,2020,102.09
Switzerland,Raw milk of goats,2021,99.85
Switzerland,Raw milk of goats,2022,99.4
Switzerland,Raw milk of sheep,1991,17.24
Switzerland,Raw milk of sheep,1992,17.24
Switzerland,Raw milk of sheep,1993,17.24
Switzerland,Raw milk of sheep,1994,17.24
Switzerland,Raw milk of sheep,1995,17.24
Switzerland,Raw milk of sheep,1996,17.24
Switzerland,Raw milk of sheep,1997,17.24
Switzerland,Raw milk of sheep,1998,17.24
Switzerland,Raw milk of sheep,1999,17.24
Switzerland,Raw milk of sheep,2000,22.41
Switzerland,Raw milk of sheep,2001,41.38
Switzerland,Raw milk of sheep,2002,43.1
Switzerland,Raw milk of sheep,2003,48.28
Switzerland,Raw milk of sheep,2004,50.0
Switzerland,Raw milk of sheep,2005,53.45
Switzerland,Raw milk of sheep,2006,75.86
Switzerland,Raw milk of sheep,2007,62.07
Switzerland,Raw milk of sheep,2008,65.52
Switzerland,Raw milk of sheep,2009,70.69
Switzerland,Raw milk of sheep,2010,79.31
Switzerland,Raw milk of sheep,2011,84.48
Switzerland,Raw milk of sheep,2012,89.66
Switzerland,Raw milk of sheep,2013,96.55
Switzerland,Raw milk of sheep,2014,101.72
Switzerland,Raw milk of sheep,2015,100.0
Switzerland,Raw milk of sheep,2016,98.28
Switzerland,Raw milk of sheep,2017,106.9
Switzerland,Raw milk of sheep,2018,112.07
Switzerland,Raw milk of sheep,2019,112.07
Switzerland,Raw milk of sheep,2020,106.9
Switzerland,Raw milk of sheep,2021,110.34
Switzerland,Raw milk of sheep,2022,113.79
Ukraine,Raw milk of cattle,1992,181.35
Ukraine,Raw milk of cattle,1993,174.12
Ukraine,Raw milk of cattle,1994,171.59
Ukraine,Raw milk of cattle,1995,163.22
Ukraine,Raw milk of cattle,1996,149.18
Ukraine,Raw milk of cattle,1997,129.54
Ukraine,Raw milk of cattle,1998,129.46
Ukraine,Raw milk of cattle,1999,125.71
Ukraine,Raw milk of cattle,2000,118.98
Ukraine,Raw milk of cattle,2001,125.84
Ukraine,Raw milk of cattle,2002,132.48
Ukraine,Raw milk of cattle,2003,127.73
Ukraine,Raw milk of cattle,2004,128.11
Ukraine,Raw milk of cattle,2005,128.43
Ukraine,Raw milk of cattle,2006,124.54
Ukraine,Raw milk of cattle,2007,114.84
Ukraine,Raw milk of cattle,2008,110.25
Ukraine,Raw milk of cattle,2009,108.72
Ukraine,Raw milk of cattle,2010,105.02
Ukraine,Raw milk of cattle,2011,103.37
Ukraine,Raw milk of cattle,2012,106.0
Ukraine,Raw milk of cattle,2013,107.05
Ukraine,Raw milk of cattle,2014,103.91
Ukraine,Raw milk of cattle,2015,99.11
Ukraine,Raw milk of cattle,2016,96.98
Ukraine,Raw milk of cattle,2017,98.36
Ukraine,Raw milk of cattle,2018,94.0
Ukraine,Raw milk of cattle,2019,90.39
Ukraine,Raw milk of cattle,2020,86.66
Ukraine,Raw milk of cattle,2021,81.48
Ukraine,Raw milk of cattle,2022,72.67
Ukraine,Raw milk of goats,1992,57.84
Ukraine,Raw milk of goats,1993,65.02
Ukraine,Raw milk of goats,1994,71.77
Ukraine,Raw milk of goats,1995,79.79
Ukraine,Raw milk of goats,1996,86.97
Ukraine,Raw milk of goats,1997,87.39
Ukraine,Raw milk of goats,1998,85.28
Ukraine,Raw milk of goats,1999,86.13
Ukraine,Raw milk of goats,2000,86.21
Ukraine,Raw milk of goats,2001,108.5
Ukraine,Raw milk of goats,2002,110.34
Ukraine,Raw milk of goats,2003,123.75
Ukraine,Raw milk of goats,2004,122.0
Ukraine,Raw milk of goats,2005,112.49
Ukraine,Raw milk of goats,2006,104.26
Ukraine,Raw milk of goats,2007,99.09
Ukraine,Raw milk of goats,2008,90.26
Ukraine,Raw milk of goats,2009,92.12
Ukraine,Raw milk of goats,2010,92.75
Ukraine,Raw milk of goats,2011,98.28
Ukraine,Raw milk of goats,2012,106.69
Ukraine,Raw milk of goats,2013,107.45
Ukraine,Raw milk of goats,2014,104.85
Ukraine,Raw milk of goats,2015,99.01
Ukraine,Raw milk of goats,2016,96.13
Ukraine,Raw milk of goats,2017,93.94
Ukraine,Raw milk of goats,2018,93.09
Ukraine,Raw milk of goats,2019,84.65
Ukraine,Raw milk of goats,2020,80.64
Ukraine,Raw milk of goats,2021,77.05
Ukraine,Raw milk of goats,2022,67.38
Ukraine,Raw milk of sheep,1992,106.16
Ukraine,Raw milk of sheep,1993,115.81
Ukraine,Raw milk of sheep,1994,125.46
Ukraine,Raw milk of sheep,1995,120.63
Ukraine,Raw milk of sheep,1996,110.98
Ukraine,Raw milk of sheep,1997,101.33
Ukraine,Raw milk of sheep,1998,91.68
Ukraine,Raw milk of sheep,1999,86.86
Ukraine,Raw milk of sheep,2000,84.93
Ukraine,Raw milk of sheep,2001,87.34
Ukraine,Raw milk of sheep,2002,91.68
Ukraine,Raw milk of sheep,2003,84.95
Ukraine,Raw milk of sheep,2004,146.57
Ukraine,Raw milk of sheep,2005,116.3
Ukraine,Raw milk of sheep,2006,110.5
Ukraine,Raw milk of sheep,2007,118.22
Ukraine,Raw milk of sheep,2008,115.33
Ukraine,Raw milk of sheep,2009,134.63
Ukraine,Raw milk of sheep,2010,248.99
Ukraine,Raw milk of sheep,2011,237.41
Ukraine,Raw milk of sheep,2012,219.02
Ukraine,Raw milk of sheep,2013,214.41
Ukraine,Raw milk of sheep,2014,114.1
Ukraine,Raw milk of sheep,2015,103.5
Ukraine,Raw milk of sheep,2016,82.4
Ukraine,Raw milk of sheep,2017,82.03
Ukraine,Raw milk of sheep,2018,87.48
Ukraine,Raw milk of sheep,2019,71.9
Ukraine,Raw milk of sheep,2020,70.93
Ukraine,Raw milk of sheep,2021,71.9
Ukraine,Raw milk of sheep,2022,59.83
