Area,Item,Year,Value
Romania,Raw milk of sheep,1971,57.04
Romania,Raw milk of sheep,1972,60.3
Romania,Raw milk of sheep,1973,59.79
Romania,Raw milk of sheep,1974,56.7
Romania,Raw milk of sheep,1975,53.73
Romania,Raw milk of sheep,1976,54.5
Romania,Raw milk of sheep,1977,55.02
Romania,Raw milk of sheep,1978,53.58
Romania,Raw milk of sheep,1979,54.65
Romania,Raw milk of sheep,1980,52.82
Romania,Raw milk of sheep,1981,50.69
Romania,Raw milk of sheep,1982,52.73
Romania,Raw milk of sheep,1983,55.46
Romania,Raw milk of sheep,1984,60.35
Romania,Raw milk of sheep,1985,61.35
Romania,Raw milk of sheep,1986,62.11
Romania,Raw milk of sheep,1987,63.02
Romania,Raw milk of sheep,1988,66.21
Romania,Raw milk of sheep,1989,63.57
Romania,Raw milk of sheep,1990,61.34
Romania,Raw milk of sheep,1991,66.94
Romania,Raw milk of sheep,1992,60.38
Romania,Raw milk of sheep,1993,60.12
Romania,Raw milk of sheep,1994,61.47
Romania,Raw milk of sheep,1995,61.76
Romania,Raw milk of sheep,1996,58.62
Romania,Raw milk of sheep,1997,56.34
Romania,Raw milk of sheep,1998,53.76
Romania,Raw milk of sheep,1999,51.91
Romania,Raw milk of sheep,2000,48.72
Romania,Raw milk of sheep,2001,49.07
Romania,Raw milk of sheep,2002,52.38
Romania,Raw milk of sheep,2003,55.38
Romania,Raw milk of sheep,2004,68.49
Romania,Raw milk of sheep,2005,82.67
Romania,Raw milk of sheep,2006,98.83
Romania,Raw milk of sheep,2007,96.84
Romania,Raw milk of sheep,2008,99.75
Romania,Raw milk of sheep,2009,91.18
Romania,Raw milk of sheep,2010,98.91
Romania,Raw milk of sheep,2011,96.11
Romania,Raw milk of sheep,2012,98.85
Romania,Raw milk of sheep,2013,96.06
Romania,Raw milk of sheep,2014,102.27
Romania,Raw milk of sheep,2015,101.84
Romania,Raw milk of sheep,2016,95.89
Romania,Raw milk of sheep,2017,94.93
Russian Federation,Raw milk of camel,2003,91.64
Russian Federation,Raw milk of camel,2004,88.25
Russian Federation,Raw milk of camel,2005,95.04
Russian Federation,Raw milk of camel,2006,101.83
Russian Federation,Raw milk of camel,2007,102.44
Russian Federation,Raw milk of camel,2008,101.83
Russian Federation,Raw milk of camel,2009,101.83
Russian Federation,Raw milk of camel,2010,67.88
Russian Federation,Raw milk of camel,2011,67.88
Russian Federation,Raw milk of camel,2012,101.83
Russian Federation,Raw milk of camel,2013,135.77
Russian Federation,Raw milk of camel,2014,99.65
Russian Federation,Raw milk of camel,2015,100.36
Russian Federation,Raw milk of camel,2016,99.99
Russian Federation,Raw milk of camel,2017,98.78
Russian Federation,Raw milk of camel,2018,96.74
Russian Federation,Raw milk of camel,2019,97.39
Russian Federation,Raw milk of camel,2020,96.59
Russian Federation,Raw milk of camel,2021,96.69
Russian Federation,Raw milk of camel,2022,96.05
Russian Federation,Raw milk of cattle,1992,155.74
Russian Federation,Raw milk of cattle,1993,153.37
Russian Federation,Raw milk of cattle,1994,138.97
Russian Federation,Raw milk of cattle,1995,129.52
Russian Federation,Raw milk of cattle,1996,117.67
Russian Federation,Raw milk of cattle,1997,112.08
Russian Federation,Raw milk of cattle,1998,109.17
Russian Federation,Raw milk of cattle,1999,106.01
Russian Federation,Raw milk of cattle,2000,105.87
Russian Federation,Raw milk of cattle,2001,107.98
Russian Federation,Raw milk of cattle,2002,110.01
Russian Federation,Raw milk of cattle,2003,109.6
Russian Federation,Raw milk of cattle,2004,105.69
Russian Federation,Raw milk of cattle,2005,102.34
Russian Federation,Raw milk of cattle,2006,103.31
Russian Federation,Raw milk of cattle,2007,105.72
Russian Federation,Raw milk of cattle,2008,106.37
Russian Federation,Raw milk of cattle,2009,107.08
Russian Federation,Raw milk of cattle,2010,104.63
Russian Federation,Raw milk of cattle,2011,103.97
Russian Federation,Raw milk of cattle,2012,104.35
Russian Federation,Raw milk of cattle,2013,100.33
Russian Federation,Raw milk of cattle,2014,101.07
Russian Federation,Raw milk of cattle,2015,101.11
Russian Federation,Raw milk of cattle,2016,97.82
Russian Federation,Raw milk of cattle,2017,99.12
Russian Federation,Raw milk of cattle,2018,100.52
Russian Federation,Raw milk of cattle,2019,103.03
Russian Federation,Raw milk of cattle,2020,105.87
Russian Federation,Raw milk of cattle,2021,106.27
Russian Federation,Raw milk of cattle,2022,108.45
Russian Federation,Raw milk of goats,1992,88.09
Russian Federation,Raw milk of goats,1993,90.19
Russian Federation,Raw milk of goats,1994,89.23
Russian Federation,Raw milk of goats,1995,83.15
Russian Federation,Raw milk of goats,1996,119.17
Russian Federation,Raw milk of goats,1997,120.56
Russian Federation,Raw milk of goats,1998,120.47
Russian Federation,Raw milk of goats,1999,120.28
Russian Federation,Raw milk of goats,2000,127.34
Russian Federation,Raw milk of goats,2001,124.2
Russian Federation,Raw milk of goats,2002,118.43
Russian Federation,Raw milk of goats,2003,115.48
Russian Federation,Raw milk of goats,2004,107.89
Russian Federation,Raw milk of goats,2005,102.06
Russian Federation,Raw milk of goats,2006,100.23
Russian Federation,Raw milk of goats,2007,104.47
Russian Federation,Raw milk of goats,2008,98.9
Russian Federation,Raw milk of goats,2009,95.94
Russian Federation,Raw milk of goats,2010,102.66
Russian Federation,Raw milk of goats,2011,101.74
Russian Federation,Raw milk of goats,2012,99.77
Russian Federation,Raw milk of goats,2013,95.12
Russian Federation,Raw milk of goats,2014,97.77
Russian Federation,Raw milk of goats,2015,102.49
Russian Federation,Raw milk of goats,2016,99.74
Russian Federation,Raw milk of goats,2017,101.49
Russian Federation,Raw milk of goats,2018,102.77
Russian Federation,Raw milk of goats,2019,99.66
Russian Federation,Raw milk of goats,2020,102.33
Russian Federation,Raw milk of goats,2021,100.29
Russian Federation,Raw milk of goats,2022,94.04
Russian Federation,Raw milk of sheep,1992,1.42
Russian Federation,Raw milk of sheep,1993,1.18
Russian Federation,Raw milk of sheep,1994,1.78
Russian Federation,Raw milk of sheep,1995,1.78
Russian Federation,Raw milk of sheep,1996,2.65
Russian Federation,Raw milk of sheep,1997,2.95
Russian Federation,Raw milk of sheep,1998,2.89
Russian Federation,Raw milk of sheep,1999,2.54
Russian Federation,Raw milk of sheep,2000,2.37
Russian Federation,Raw milk of sheep,2001,3.0
Russian Federation,Raw milk of sheep,2002,3.3
Russian Federation,Raw milk of sheep,2003,3.5
Russian Federation,Raw milk of sheep,2004,3.89
Russian Federation,Raw milk of sheep,2005,4.76
Russian Federation,Raw milk of sheep,2006,5.6
Russian Federation,Raw milk of sheep,2007,5.02
Russian Federation,Raw milk of sheep,2008,5.65
Russian Federation,Raw milk of sheep,2009,5.73
Russian Federation,Raw milk of sheep,2010,5.55
Russian Federation,Raw milk of sheep,2011,5.26
Russian Federation,Raw milk of sheep,2012,4.56
Russian Federation,Raw milk of sheep,2013,4.65
Russian Federation,Raw milk of sheep,2014,184.15
Russian Federation,Raw milk of sheep,2015,86.02
Russian Federation,Raw milk of sheep,2016,29.82
Russian Federation,Raw milk of sheep,2017,34.55
Russian Federation,Raw milk of sheep,2018,33.96
Russian Federation,Raw milk of sheep,2019,34.37
Russian Federation,Raw milk of sheep,2020,29.47
Russian Federation,Raw milk of sheep,2021,31.84
Russian Federation,Raw milk of sheep,2022,33.43
Serbia,Raw milk of cattle,2006,105.97
Serbia,Raw milk of cattle,2007,104.94
Serbia,Raw milk of cattle,2008,104.14
Serbia,Raw milk of cattle,2009,100.4
Serbia,Raw milk of cattle,2010,99.07
Serbia,Raw milk of cattle,2011,97.63
Serbia,Raw milk of cattle,2012,97.72
Serbia,Raw milk of cattle,2013,96.79
Serbia,Raw milk of cattle,2014,99.54
Serbia,Raw milk of cattle,2015,100.15
Serbia,Raw milk of cattle,2016,100.31
Serbia,Raw milk of cattle,2017,100.44
Serbia,Raw milk of cattle,2018,99.58
Serbia,Raw milk of cattle,2019,100.64
Serbia,Raw milk of cattle,2020,99.71
Serbia,Raw milk of cattle,2021,98.3
Serbia,Raw milk of cattle,2022,95.09
Serbia,Raw milk of goats,2006,103.41
Serbia,Raw milk of goats,2007,90.67
Serbia,Raw milk of goats,2008,90.67
Serbia,Raw milk of goats,2009,70.57
Serbia,Raw milk of goats,2010,68.12
Serbia,Raw milk of goats,2011,73.27
Serbia,Raw milk of goats,2012,83.31
Serbia,Raw milk of goats,2013,85.78
Serbia,Raw milk of goats,2014,96.06
Serbia,Raw milk of goats,2015,110.58
Serbia,Raw milk of goats,2016,93.36
Serbia,Raw milk of goats,2017,82.88
Serbia,Raw milk of goats,2018,84.59
Serbia,Raw milk of goats,2019,78.53
Serbia,Raw milk of goats,2020,85.06
Serbia,Raw milk of goats,2021,86.74
Serbia,Raw milk of goats,2022,85.2
Serbia,Raw milk of sheep,2006,80.97
Serbia,Raw milk of sheep,2007,76.2
Serbia,Raw milk of sheep,2008,75.67
Serbia,Raw milk of sheep,2009,56.87
Serbia,Raw milk of sheep,2010,52.69
Serbia,Raw milk of sheep,2011,60.66
Serbia,Raw milk of sheep,2012,63.23
Serbia,Raw milk of sheep,2013,100.3
Serbia,Raw milk of sheep,2014,106.56
Serbia,Raw milk of sheep,2015,103.08
Serbia,Raw milk of sheep,2016,90.36
Serbia,Raw milk of sheep,2017,77.98
Serbia,Raw milk of sheep,2018,95.84
Serbia,Raw milk of sheep,2019,59.04
Serbia,Raw milk of sheep,2020,50.72
Serbia,Raw milk of sheep,2021,54.98
Serbia,Raw milk of sheep,2022,49.21
Slovakia,Raw milk of cattle,1993,132.04
Slovakia,Raw milk of cattle,1994,125.76
Slovakia,Raw milk of cattle,1995,125.4
Slovakia,Raw milk of cattle,1996,118.87
Slovakia,Raw milk of cattle,1997,117.9
Slovakia,Raw milk of cattle,1998,124.22
Slovakia,Raw milk of cattle,1999,122.81
Slovakia,Raw milk of cattle,2000,112.71
Slovakia,Raw milk of cattle,2001,121.18
Slovakia,Raw milk of cattle,2002,126.53
Slovakia,Raw milk of cattle,2003,120.66
Slovakia,Raw milk of cattle,2004,113.94
Slovakia,Raw milk of cattle,2005,116.2
Slovakia,Raw milk of cattle,2006,115.32
Slovakia,Raw milk of cattle,2007,113.52
Slovakia,Raw milk of cattle,2008,111.68
Slovakia,Raw milk of cattle,2009,101.13
Slovakia,Raw milk of cattle,2010,96.97
Slovakia,Raw milk of cattle,2011,98.06
Slovakia,Raw milk of cattle,2012,98.06
Slovakia,Raw milk of cattle,2013,101.35
Slovakia,Raw milk of cattle,2014,98.65
Slovakia,Raw milk of cattle,2015,100.22
Slovakia,Raw milk of cattle,2016,101.14
Slovakia,Raw milk of cattle,2017,98.59
Slovakia,Raw milk of goats,1993,323.3
Slovakia,Raw milk of goats,1994,327.23
Slovakia,Raw milk of goats,1995,331.59
Slovakia,Raw milk of goats,1996,340.31
Slovakia,Raw milk of goats,1997,351.44
Slovakia,Raw milk of goats,1998,427.57
Slovakia,Raw milk of goats,1999,575.92
Slovakia,Raw milk of goats,2000,575.92
Slovakia,Raw milk of goats,2001,488.66
Slovakia,Raw milk of goats,2002,398.17
Slovakia,Raw milk of goats,2003,390.62
Slovakia,Raw milk of goats,2004,388.44
Slovakia,Raw milk of goats,2005,388.31
Slovakia,Raw milk of goats,2006,357.77
Slovakia,Raw milk of goats,2007,349.04
Slovakia,Raw milk of goats,2008,344.68
Slovakia,Raw milk of goats,2009,340.31
Slovakia,Raw milk of goats,2010,290.58
Slovakia,Raw milk of goats,2011,287.96
Slovakia,Raw milk of goats,2012,275.74
Slovakia,Raw milk of goats,2013,279.67
Slovakia,Raw milk of goats,2014,285.34
Slovakia,Raw milk of goats,2015,6.72
Slovakia,Raw milk of goats,2016,7.94
Slovakia,Raw milk of goats,2017,10.65
Slovakia,Raw milk of sheep,1993,88.77
Slovakia,Raw milk of sheep,1994,94.37
Slovakia,Raw milk of sheep,1995,99.74
Slovakia,Raw milk of sheep,1996,88.81
Slovakia,Raw milk of sheep,1997,90.43
Slovakia,Raw milk of sheep,1998,94.03
Slovakia,Raw milk of sheep,1999,104.35
Slovakia,Raw milk of sheep,2000,104.35
Slovakia,Raw milk of sheep,2001,101.51
Slovakia,Raw milk of sheep,2002,106.59
Slovakia,Raw milk of sheep,2003,98.66
Slovakia,Raw milk of sheep,2004,88.79
Slovakia,Raw milk of sheep,2005,87.4
Slovakia,Raw milk of sheep,2006,81.05
Slovakia,Raw milk of sheep,2007,82.31
Slovakia,Raw milk of sheep,2008,82.8
Slovakia,Raw milk of sheep,2009,86.1
Slovakia,Raw milk of sheep,2010,88.33
Slovakia,Raw milk of sheep,2011,86.83
Slovakia,Raw milk of sheep,2012,92.5
Slovakia,Raw milk of sheep,2013,92.72
Slovakia,Raw milk of sheep,2014,94.39
Slovakia,Raw milk of sheep,2015,105.73
Slovakia,Raw milk of sheep,2016,99.88
Slovakia,Raw milk of sheep,2017,106.32
Slovenia,Raw milk of cattle,1992,91.77
Slovenia,Raw milk of cattle,1993,86.83
Slovenia,Raw milk of cattle,1994,91.09
Slovenia,Raw milk of cattle,1995,96.11
Slovenia,Raw milk of cattle,1996,93.76
Slovenia,Raw milk of cattle,1997,92.8
Slovenia,Raw milk of cattle,1998,94.78
Slovenia,Raw milk of cattle,1999,100.25
Slovenia,Raw milk of cattle,2000,102.59
Slovenia,Raw milk of cattle,2001,103.25
Slovenia,Raw milk of cattle,2002,115.08
Slovenia,Raw milk of cattle,2003,104.65
Slovenia,Raw milk of cattle,2004,102.87
Slovenia,Raw milk of cattle,2005,104.23
Slovenia,Raw milk of cattle,2006,104.23
Slovenia,Raw milk of cattle,2007,101.58
Slovenia,Raw milk of cattle,2008,105.41
Slovenia,Raw milk of cattle,2009,103.38
Slovenia,Raw milk of cattle,2010,98.93
Slovenia,Raw milk of cattle,2011,95.15
Slovenia,Raw milk of cattle,2012,98.21
Slovenia,Raw milk of cattle,2013,94.18
Slovenia,Raw milk of cattle,2014,97.52
Slovenia,Raw milk of cattle,2015,99.73
Slovenia,Raw milk of cattle,2016,102.75
Slovenia,Raw milk of cattle,2017,102.48
Slovenia,Raw milk of goats,1992,54.62
Slovenia,Raw milk of goats,1993,56.74
Slovenia,Raw milk of goats,1994,70.31
Slovenia,Raw milk of goats,1995,94.17
Slovenia,Raw milk of goats,1996,95.06
Slovenia,Raw milk of goats,1997,102.49
Slovenia,Raw milk of goats,1998,124.38
Slovenia,Raw milk of goats,1999,147.16
Slovenia,Raw milk of goats,2000,137.41
Slovenia,Raw milk of goats,2001,124.45
Slovenia,Raw milk of goats,2002,116.54
Slovenia,Raw milk of goats,2003,113.75
Slovenia,Raw milk of goats,2004,96.97
Slovenia,Raw milk of goats,2005,96.63
Slovenia,Raw milk of goats,2006,96.63
Slovenia,Raw milk of goats,2007,91.86
Slovenia,Raw milk of goats,2008,96.29
Slovenia,Raw milk of goats,2009,104.95
Slovenia,Raw milk of goats,2010,120.02
Slovenia,Raw milk of goats,2011,76.58
Slovenia,Raw milk of goats,2012,80.98
Slovenia,Raw milk of goats,2013,69.35
Slovenia,Raw milk of goats,2014,98.29
Slovenia,Raw milk of goats,2015,114.84
Slovenia,Raw milk of goats,2016,86.87
Slovenia,Raw milk of goats,2017,100.58
Slovenia,Raw milk of sheep,1992,15.86
Slovenia,Raw milk of sheep,1993,19.03
Slovenia,Raw milk of sheep,1994,22.2
Slovenia,Raw milk of sheep,1995,29.17
Slovenia,Raw milk of sheep,1996,34.67
Slovenia,Raw milk of sheep,1997,38.9
Slovenia,Raw milk of sheep,1998,52.85
Slovenia,Raw milk of sheep,1999,65.11
Slovenia,Raw milk of sheep,2000,78.43
Slovenia,Raw milk of sheep,2001,80.97
Slovenia,Raw milk of sheep,2002,82.66
Slovenia,Raw milk of sheep,2003,81.81
Slovenia,Raw milk of sheep,2004,98.73
Slovenia,Raw milk of sheep,2005,69.13
Slovenia,Raw milk of sheep,2006,83.93
Slovenia,Raw milk of sheep,2007,88.37
Slovenia,Raw milk of sheep,2008,99.36
Slovenia,Raw milk of sheep,2009,112.89
Slovenia,Raw milk of sheep,2010,114.37
Slovenia,Raw milk of sheep,2011,129.38
Slovenia,Raw milk of sheep,2012,100.07
Slovenia,Raw milk of sheep,2013,83.97
Slovenia,Raw milk of sheep,2014,106.62
Slovenia,Raw milk of sheep,2015,98.79
Slovenia,Raw milk of sheep,2016,94.59
Slovenia,Raw milk of sheep,2017,105.28
Spain,Raw milk of cattle,1961,42.69
Spain,Raw milk of cattle,1962,43.19
Spain,Raw milk of cattle,1963,46.59
Spain,Raw milk of cattle,1964,46.76
Spain,Raw milk of cattle,1965,48.96
Spain,Raw milk of cattle,1966,55.4
Spain,Raw milk of cattle,1967,55.69
Spain,Raw milk of cattle,1968,59.96
Spain,Raw milk of cattle,1969,64.17
Spain,Raw milk of cattle,1970,64.55
Spain,Raw milk of cattle,1971,63.67
Spain,Raw milk of cattle,1972,67.39
Spain,Raw milk of cattle,1973,71.57
Spain,Raw milk of cattle,1974,73.65
Spain,Raw milk of cattle,1975,74.44
Spain,Raw milk of cattle,1976,77.85
Spain,Raw milk of cattle,1977,79.96
Spain,Raw milk of cattle,1978,83.04
Spain,Raw milk of cattle,1979,84.55
Spain,Raw milk of cattle,1980,87.69
Spain,Raw milk of cattle,1981,87.84
Spain,Raw milk of cattle,1982,88.82
Spain,Raw milk of cattle,1983,90.62
Spain,Raw milk of cattle,1984,93.26
Spain,Raw milk of cattle,1985,91.29
Spain,Raw milk of cattle,1986,89.2
Spain,Raw milk of cattle,1987,87.09
Spain,Raw milk of cattle,1988,83.91
Spain,Raw milk of cattle,1989,84.03
Spain,Raw milk of cattle,1990,84.39
Spain,Raw milk of cattle,1991,96.68
Spain,Raw milk of cattle,1992,89.59
Spain,Raw milk of cattle,1993,89.23
Spain,Raw milk of cattle,1994,87.36
Spain,Raw milk of cattle,1995,89.87
Spain,Raw milk of cattle,1996,88.85
Spain,Raw milk of cattle,1997,84.56
Spain,Raw milk of cattle,1998,88.43
Spain,Raw milk of cattle,1999,91.27
Spain,Raw milk of cattle,2000,88.47
Spain,Raw milk of cattle,2001,91.71
Spain,Raw milk of cattle,2002,92.98
Spain,Raw milk of cattle,2003,93.34
Spain,Raw milk of cattle,2004,92.49
Spain,Raw milk of cattle,2005,92.28
Spain,Raw milk of cattle,2006,89.7
Spain,Raw milk of cattle,2007,88.99
Spain,Raw milk of cattle,2008,91.85
Spain,Raw milk of cattle,2009,90.56
Spain,Raw milk of cattle,2010,92.1
Spain,Raw milk of cattle,2011,94.48
Spain,Raw milk of cattle,2012,94.29
Spain,Raw milk of cattle,2013,95.02
Spain,Raw milk of cattle,2014,98.31
Spain,Raw milk of cattle,2015,98.87
Spain,Raw milk of cattle,2016,102.82
Spain,Raw milk of cattle,2017,101.68
Spain,Raw milk of goats,1961,68.88
Spain,Raw milk of goats,1962,68.82
Spain,Raw milk of goats,1963,67.76
Spain,Raw milk of goats,1964,69.54
Spain,Raw milk of goats,1965,69.44
Spain,Raw milk of goats,1966,75.29
Spain,Raw milk of goats,1967,62.63
Spain,Raw milk of goats,1968,60.38
Spain,Raw milk of goats,1969,64.08
Spain,Raw milk of goats,1970,65.23
Spain,Raw milk of goats,1971,61.15
Spain,Raw milk of goats,1972,62.65
Spain,Raw milk of goats,1973,64.72
Spain,Raw milk of goats,1974,59.23
Spain,Raw milk of goats,1975,61.72
Spain,Raw milk of goats,1976,61.49
Spain,Raw milk of goats,1977,61.78
Spain,Raw milk of goats,1978,61.05
Spain,Raw milk of goats,1979,62.5
Spain,Raw milk of goats,1980,61.99
Spain,Raw milk of goats,1981,63.32
Spain,Raw milk of goats,1982,65.78
Spain,Raw milk of goats,1983,71.7
Spain,Raw milk of goats,1984,75.53
Spain,Raw milk of goats,1985,77.0
Spain,Raw milk of goats,1986,78.26
Spain,Raw milk of goats,1987,83.59
Spain,Raw milk of goats,1988,85.83
Spain,Raw milk of goats,1989,88.49
Spain,Raw milk of goats,1990,101.14
Spain,Raw milk of goats,1991,62.12
Spain,Raw milk of goats,1992,75.63
Spain,Raw milk of goats,1993,84.14
Spain,Raw milk of goats,1994,80.57
Spain,Raw milk of goats,1995,67.57
Spain,Raw milk of goats,1996,75.81
Spain,Raw milk of goats,1997,79.17
Spain,Raw milk of goats,1998,80.45
Spain,Raw milk of goats,1999,83.81
Spain,Raw milk of goats,2000,90.96
Spain,Raw milk of goats,2001,101.36
Spain,Raw milk of goats,2002,106.42
Spain,Raw milk of goats,2003,100.97
Spain,Raw milk of goats,2004,99.43
Spain,Raw milk of goats,2005,97.88
Spain,Raw milk of goats,2006,101.98
Spain,Raw milk of goats,2007,101.36
Spain,Raw milk of goats,2008,101.84
Spain,Raw milk of goats,2009,106.81
Spain,Raw milk of goats,2010,108.29
Spain,Raw milk of goats,2011,99.87
Spain,Raw milk of goats,2012,92.01
Spain,Raw milk of goats,2013,97.9
Spain,Raw milk of goats,2014,99.02
Spain,Raw milk of goats,2015,99.56
Spain,Raw milk of goats,2016,101.43
Spain,Raw milk of goats,2017,108.61
Spain,Raw milk of sheep,1961,47.41
Spain,Raw milk of sheep,1962,46.07
Spain,Raw milk of sheep,1963,53.21
Spain,Raw milk of sheep,1964,56.45
Spain,Raw milk of sheep,1965,58.23
Spain,Raw milk of sheep,1966,63.08
Spain,Raw milk of sheep,1967,36.8
Spain,Raw milk of sheep,1968,41.9
Spain,Raw milk of sheep,1969,46.43
Spain,Raw milk of sheep,1970,48.14
Spain,Raw milk of sheep,1971,45.16
Spain,Raw milk of sheep,1972,43.19
Spain,Raw milk of sheep,1973,42.76
Spain,Raw milk of sheep,1974,39.87
Spain,Raw milk of sheep,1975,41.64
Spain,Raw milk of sheep,1976,40.8
Spain,Raw milk of sheep,1977,42.21
Spain,Raw milk of sheep,1978,37.28
Spain,Raw milk of sheep,1979,36.9
Spain,Raw milk of sheep,1980,34.43
Spain,Raw milk of sheep,1981,39.02
Spain,Raw milk of sheep,1982,40.59
Spain,Raw milk of sheep,1983,42.53
Spain,Raw milk of sheep,1984,42.73
Spain,Raw milk of sheep,1985,40.41
Spain,Raw milk of sheep,1986,44.08
Spain,Raw milk of sheep,1987,41.94
Spain,Raw milk of sheep,1988,47.37
Spain,Raw milk of sheep,1989,49.62
Spain,Raw milk of sheep,1990,57.57
Spain,Raw milk of sheep,1991,55.16
Spain,Raw milk of sheep,1992,54.96
Spain,Raw milk of sheep,1993,60.14
Spain,Raw milk of sheep,1994,52.98
Spain,Raw milk of sheep,1995,40.66
Spain,Raw milk of sheep,1996,52.95
Spain,Raw milk of sheep,1997,56.96
Spain,Raw milk of sheep,1998,59.68
Spain,Raw milk of sheep,1999,60.95
Spain,Raw milk of sheep,2000,68.41
Spain,Raw milk of sheep,2001,68.79
Spain,Raw milk of sheep,2002,70.93
Spain,Raw milk of sheep,2003,71.77
Spain,Raw milk of sheep,2004,71.56
Spain,Raw milk of sheep,2005,71.16
Spain,Raw milk of sheep,2006,74.04
Spain,Raw milk of sheep,2007,72.28
Spain,Raw milk of sheep,2008,77.02
Spain,Raw milk of sheep,2009,88.42
Spain,Raw milk of sheep,2010,102.17
Spain,Raw milk of sheep,2011,90.67
Spain,Raw milk of sheep,2012,96.41
Spain,Raw milk of sheep,2013,104.8
Spain,Raw milk of sheep,2014,103.44
Spain,Raw milk of sheep,2015,97.72
Spain,Raw milk of sheep,2016,98.84
Spain,Raw milk of sheep,2017,94.95
Sweden,Raw milk of cattle,1961,136.07
Sweden,Raw milk of cattle,1962,134.36
Sweden,Raw milk of cattle,1963,129.4
Sweden,Raw milk of cattle,1964,124.54
Sweden,Raw milk of cattle,1965,125.06
Sweden,Raw milk of cattle,1966,121.05
Sweden,Raw milk of cattle,1967,113.53
Sweden,Raw milk of cattle,1968,112.94
Sweden,Raw milk of cattle,1969,108.8
Sweden,Raw milk of cattle,1970,100.32
Sweden,Raw milk of cattle,1971,98.4
Sweden,Raw milk of cattle,1972,102.44
Sweden,Raw milk of cattle,1973,103.71
Sweden,Raw milk of cattle,1974,106.44
Sweden,Raw milk of cattle,1975,108.39
Sweden,Raw milk of cattle,1976,111.1
Sweden,Raw milk of cattle,1977,111.17
Sweden,Raw milk of cattle,1978,112.84
Sweden,Raw milk of cattle,1979,116.13
Sweden,Raw milk of cattle,1980,118.56
Sweden,Raw milk of cattle,1981,119.62
Sweden,Raw milk of cattle,1982,125.03
Sweden,Raw milk of cattle,1983,127.07
Sweden,Raw milk of cattle,1984,129.85
Sweden,Raw milk of cattle,1985,125.74
Sweden,Raw milk of cattle,1986,120.33
Sweden,Raw milk of cattle,1987,115.31
Sweden,Raw milk of cattle,1988,114.81
Sweden,Raw milk of cattle,1989,119.62
Sweden,Raw milk of cattle,1990,120.03
Sweden,Raw milk of cattle,1991,109.49
Sweden,Raw milk of cattle,1992,107.2
Sweden,Raw milk of cattle,1993,114.69
Sweden,Raw milk of cattle,1994,117.05
Sweden,Raw milk of cattle,1995,113.05
Sweden,Raw milk of cattle,1996,111.47
Sweden,Raw milk of cattle,1997,112.09
Sweden,Raw milk of cattle,1998,112.12
Sweden,Raw milk of cattle,1999,112.88
Sweden,Raw milk of cattle,2000,114.55
Sweden,Raw milk of cattle,2001,114.24
Sweden,Raw milk of cattle,2002,112.02
Sweden,Raw milk of cattle,2003,111.3
Sweden,Raw milk of cattle,2004,112.06
Sweden,Raw milk of cattle,2005,109.76
Sweden,Raw milk of cattle,2006,108.53
Sweden,Raw milk of cattle,2007,103.5
Sweden,Raw milk of cattle,2008,103.64
Sweden,Raw milk of cattle,2009,101.76
Sweden,Raw milk of cattle,2010,99.3
Sweden,Raw milk of cattle,2011,98.88
Sweden,Raw milk of cattle,2012,99.26
Sweden,Raw milk of cattle,2013,99.57
Sweden,Raw milk of cattle,2014,101.72
Sweden,Raw milk of cattle,2015,100.35
Sweden,Raw milk of cattle,2016,97.92
Sweden,Raw milk of cattle,2017,96.37
Switzerland,Raw milk of cattle,1961,76.23
Switzerland,Raw milk of cattle,1962,77.4
Switzerland,Raw milk of cattle,1963,76.88
Switzerland,Raw milk of cattle,1964,74.94
Switzerland,Raw milk of cattle,1965,76.95
Switzerland,Raw milk of cattle,1966,77.85
Switzerland,Raw milk of cattle,1967,80.86
Switzerland,Raw milk of cattle,1968,82.05
Switzerland,Raw milk of cattle,1969,79.39
Switzerland,Raw milk of cattle,1970,79.14
Switzerland,Raw milk of cattle,1971,78.07
Switzerland,Raw milk of cattle,1972,79.91
Switzerland,Raw milk of cattle,1973,81.4
Switzerland,Raw milk of cattle,1974,83.02
Switzerland,Raw milk of cattle,1975,83.91
Switzerland,Raw milk of cattle,1976,85.83
Switzerland,Raw milk of cattle,1977,86.75
Switzerland,Raw milk of cattle,1978,87.47
Switzerland,Raw milk of cattle,1979,90.68
Switzerland,Raw milk of cattle,1980,90.88
Switzerland,Raw milk of cattle,1981,90.9
Switzerland,Raw milk of cattle,1982,91.07
Switzerland,Raw milk of cattle,1983,92.82
Switzerland,Raw milk of cattle,1984,95.8
Switzerland,Raw milk of cattle,1985,95.6
Switzerland,Raw milk of cattle,1986,95.6
Switzerland,Raw milk of cattle,1987,93.51
Switzerland,Raw milk of cattle,1988,93.88
Switzerland,Raw milk of cattle,1989,96.77
Switzerland,Raw milk of cattle,1990,96.12
Switzerland,Raw milk of cattle,1991,96.33
Switzerland,Raw milk of cattle,1992,94.65
Switzerland,Raw milk of cattle,1993,94.43
Switzerland,Raw milk of cattle,1994,94.93
Switzerland,Raw milk of cattle,1995,96.01
Switzerland,Raw milk of cattle,1996,94.34
Switzerland,Raw milk of cattle,1997,94.06
Switzerland,Raw milk of cattle,1998,95.49
Switzerland,Raw milk of cattle,1999,95.36
Switzerland,Raw milk of cattle,2000,95.17
Switzerland,Raw milk of cattle,2001,96.32
Switzerland,Raw milk of cattle,2002,96.49
